City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
236,jamestown,42.097,-79.2353,270.92,91,100,7.2,US,1701205996
237,mezhdurechenskiy,59.6,65.9333,270.29,92,98,2.62,RU,1701206296
238,riosucio,5.4216,-75.7032,295.11,81,83,1.0,CO,1701206296
239,afaahiti,-17.75,-149.2833,301.08,84,100,9.86,PF,1701206297
240,panjakent,39.4952,67.6093,285.61,34,99,3.74,TJ,1701206297
241,okhotsk,59.3833,143.3,261.57,91,100,3.04,RU,1701206298
242,mizan teferi,6.9833,35.5833,290.18,86,32,1.26,ET,1701206298
243,kapa'a,22.0752,-159.319,296.33,86,75,4.12,US,1701206298
244,whakatane,-37.9585,176.9854,294.2,65,56,1.79,NZ,1701206299
245,dhidhdhoo,6.8833,73.1,301.31,70,100,0.36,MV,1701206096
246,kiruna,67.8557,20.2251,267.66,86,100,6.17,SE,1701206300
247,tsiombe,-25.3,45.4833,297.45,88,55,4.94,MG,1701206300
248,mar del plata,-38.0023,-57.5575,300.83,91,76,8.75,AR,1701206219
249,mili,6.0815,171.735,300.96,80,100,9.09,MH,1701206301
250,sitka,57.0531,-135.33,279.09,81,75,0.0,US,1701206302
251,yuzhno-kurilsk,44.0306,145.8556,276.69,74,72,13.15,RU,1701206302
252,tefe,-3.3542,-64.7114,305.21,58,20,1.54,BR,1701206303
253,mahanoro,-19.9,48.8,296.15,84,0,3.69,MG,1701206303
254,sao joao da barra,-21.6403,-41.0511,299.2,91,99,5.64,BR,1701206293
255,walvis bay,-22.9575,14.5053,290.42,83,35,4.84,NA,1701206304
256,lorengau,-2.0226,147.2712,300.51,79,100,1.35,PG,1701206304
257,kapshagay,43.8833,77.0833,281.31,53,76,3.76,KZ,1701206305
258,brookings,44.3114,-96.7984,278.29,58,0,7.2,US,1701206134
259,linxia chengguanzhen,35.6003,103.2064,272.93,58,84,1.55,CN,1701206306
260,narasapur,16.45,81.6667,296.37,88,98,2.86,IN,1701206306
261,lompoc,34.6391,-120.4579,295.94,38,0,4.63,US,1701206307
262,shalqar,47.8333,59.6,275.23,79,100,8.7,KZ,1701206307
263,saint-jean-de-monts,46.7833,-2.0667,283.18,49,99,1.07,FR,1701206307
264,alenquer,-1.9417,-54.7383,302.76,57,98,0.76,BR,1701206308
265,rongelap,11.1635,166.8941,300.56,77,88,9.2,MH,1701206308
266,ambon,-3.6954,128.1814,298.75,15,40,3.09,ID,1701206309
267,tidjikja,18.5564,-11.4271,296.08,15,74,4.24,MR,1701206309
268,harrismith,-28.2728,29.1295,291.13,62,90,4.45,ZA,1701206310
269,kailua-kona,19.6406,-155.9956,301.05,76,40,4.63,US,1701206310
270,alice springs,-23.7,133.8833,295.9,43,100,2.06,AU,1701206311
271,srandakan,-7.9386,110.2506,298.2,84,92,1.29,ID,1701206313
272,punta arenas,-53.15,-70.9167,283.21,53,40,11.83,CL,1701206313
273,smara,26.7384,-11.6719,290.95,51,0,5.27,EH,1701206314
274,touros,-5.1989,-35.4608,299.66,73,100,5.54,BR,1701206314
275,alvorada,-12.48,-49.1247,307.28,22,59,2.27,BR,1701206315
276,fort bragg,35.139,-79.006,285.32,32,0,5.14,US,1701206315
277,codrington,-38.2667,141.9667,288.02,90,100,9.47,AU,1701206316
278,novyye lyady,58.0536,56.6039,273.73,96,100,2.12,RU,1701206316
279,naze,28.3667,129.4833,285.66,60,0,1.7,JP,1701206026
280,culleredo,43.2879,-8.3886,288.31,92,40,3.6,ES,1701206317
281,cronulla,-34.05,151.15,295.07,90,75,8.75,AU,1701206317
282,chonchi,-42.6128,-73.8092,286.55,70,86,4.14,CL,1701206215
283,ilha de mocambique,-15.0342,40.7358,300.33,85,5,3.97,MZ,1701206318
284,urucara,-2.5364,-57.76,302.62,62,100,0.61,BR,1701206319
285,cabedelo,-6.9811,-34.8339,299.52,71,81,5.84,BR,1701206319
286,zhangye,38.9342,100.4517,268.75,59,32,0.89,CN,1701206319
287,zhanibek,49.4167,46.85,272.94,72,42,2.47,KZ,1701206320
288,jiazi,22.8779,116.067,293.03,71,100,6.71,CN,1701206321
289,north bend,43.4065,-124.2243,288.8,54,0,1.54,US,1701206068
290,dryden,49.7833,-92.7503,264.31,86,100,5.14,CA,1701206321
291,kavaratti,10.5669,72.642,301.72,74,79,3.48,IN,1701206322
292,dolores,-36.3132,-57.6792,300.72,47,23,8.05,AR,1701206322
293,mata-utu,-13.2816,-176.1745,301.64,78,100,9.67,WF,1701206323
294,prince rupert,54.3161,-130.3201,280.98,96,100,3.09,CA,1701206323
295,al badari,26.9926,31.4155,289.89,42,100,2.74,EG,1701206324
296,aykhal,66.0,111.5,254.62,97,100,4.03,RU,1701206324
297,yichun,47.7,128.9,252.46,96,92,1.1,CN,1701206324
298,nkoteng,4.5167,12.0333,294.81,92,97,1.68,CM,1701206325
299,bakal,54.9417,58.8083,271.78,95,100,0.75,RU,1701206325
300,sao vicente,-23.9631,-46.3919,306.25,67,40,1.34,BR,1701206326
301,nemuro,43.3236,145.575,273.73,66,45,12.84,JP,1701206326
302,namdrik,5.5994,168.1028,301.1,81,100,9.1,MH,1701206327
303,kattivakkam,13.2167,80.3167,298.75,90,88,3.65,IN,1701206327
304,yigo village,13.5361,144.8886,300.31,82,20,7.72,GU,1701206327
305,same,-4.0667,37.7333,293.91,89,96,2.11,TZ,1701206328
306,antsiranana,-12.2787,49.2917,298.27,88,86,4.35,MG,1701206328
307,kedougou,12.5579,-12.1743,303.47,39,0,0.0,SN,1701206329
308,stanley,54.868,-1.6985,274.55,84,40,2.57,GB,1701206329
309,ola,59.5833,151.2833,259.75,77,100,3.88,RU,1701206174
310,katsuura,35.1333,140.3,284.85,60,0,4.04,JP,1701206330
311,al kharijah,25.4514,30.5464,289.43,43,100,3.72,EG,1701206330
312,sinabang,2.4803,96.3801,299.48,85,100,4.01,ID,1701206331
313,san patricio,28.017,-97.5169,289.2,35,76,1.36,US,1701206331
314,raojan,22.537,91.9198,291.39,89,4,1.62,BD,1701206332
315,yashikira,9.7667,3.4,300.98,28,31,0.74,NG,1701206332
316,khandyga,62.6667,135.6,243.74,95,100,0.65,RU,1701206332
317,the pas,53.8251,-101.2541,275.16,75,100,5.66,CA,1701206333
318,loango,-4.6719,11.8312,297.96,94,20,1.03,CG,1701206333
319,sirte,31.2089,16.5887,292.71,35,6,5.76,LY,1701206334
320,preobrazheniye,42.9019,133.9064,262.3,71,4,3.94,RU,1701206334
321,fortuna,40.5982,-124.1573,290.66,39,75,5.66,US,1701206335
322,wakkanai,45.4094,141.6739,270.98,85,100,7.15,JP,1701206085
323,bantay,17.5847,120.3892,298.19,78,8,2.12,PH,1701206336
324,puerto real,36.5282,-6.1901,289.24,88,75,2.06,ES,1701206336
325,kargasok,59.0556,80.8572,264.24,93,100,4.47,RU,1701206336
326,kiunga,-6.1219,141.2906,296.14,100,100,0.53,PG,1701206337
327,maqat,47.65,53.3167,274.86,69,81,4.05,KZ,1701206337
328,saldanha,-33.0117,17.9442,287.18,75,1,6.65,ZA,1701206338
329,port augusta,-32.5,137.7667,290.23,72,85,6.97,AU,1701206338
330,zhanaozen,43.3,52.8,276.29,72,99,2.05,KZ,1701206338
331,kununurra,-15.7667,128.7333,300.14,83,46,2.06,AU,1701206176
332,sinop,41.7711,34.8709,276.08,54,100,8.65,TR,1701206339
333,ketchikan,55.3422,-131.6461,280.41,70,20,2.06,US,1701206340
334,usinsk,65.9939,57.5281,262.63,89,100,5.36,RU,1701206340
335,san mariano,7.5,126.0,295.15,97,38,0.91,PH,1701206340
336,oliver,49.1831,-119.5524,276.29,60,24,1.54,CA,1701206341
337,thunder bay,48.4001,-89.3168,267.14,42,75,3.6,CA,1701206158
338,namibe,-15.1961,12.1522,296.48,79,91,1.79,AO,1701206343
339,pisco,-13.7,-76.2167,295.18,73,0,11.83,PE,1701206343
340,las tablas,7.7667,-80.2833,301.64,78,70,6.43,PA,1701206344
341,saudarkrokur,65.7461,-19.6394,275.13,93,96,1.82,IS,1701206345
342,orcutt,34.8653,-120.436,294.74,39,0,5.66,US,1701206345
343,nyurba,63.2842,118.3319,252.51,95,58,2.34,RU,1701206345
344,talcahuano,-36.7167,-73.1167,290.97,68,20,7.2,CL,1701206346
345,haibara-akanedai,34.5333,135.95,276.59,77,27,2.32,JP,1701206346
346,norton,-17.8833,30.7,295.7,37,51,3.03,ZW,1701206347
347,quellon,-43.1167,-73.6167,286.29,73,97,6.49,CL,1701206347
348,jamaame,0.0697,42.745,298.99,83,26,2.89,SO,1701206348
349,qarqaraly,49.4058,75.4742,273.74,51,23,2.34,KZ,1701206348
350,kasongo,-4.45,26.6667,293.0,97,97,0.52,CD,1701206349
351,cascais,38.6979,-9.4215,292.32,98,100,8.94,PT,1701206350
352,greenland,43.0362,-70.8328,275.29,50,20,5.14,US,1701206350
353,nantucket,41.2835,-70.0995,276.23,47,100,6.69,US,1701206350
354,okeho,8.0333,3.35,299.86,62,82,3.01,NG,1701206351
355,terme,41.2092,36.9739,286.11,46,100,2.79,TR,1701206351
356,snezhnogorsk,69.1933,33.2531,271.03,87,96,6.48,RU,1701206352
357,noosa heads,-26.3833,153.15,297.1,87,40,2.02,AU,1701206352
358,coquimbo,-29.9533,-71.3436,291.0,72,40,6.17,CL,1701206353
359,las navas del marques,40.6024,-4.3345,282.39,92,98,1.14,ES,1701206353
360,east london,-33.0153,27.9116,292.97,76,100,9.43,ZA,1701206354
361,piti village,13.4626,144.6933,301.18,82,0,4.12,GU,1701206355
362,sal rei,16.1833,-22.9167,297.71,66,0,5.03,CV,1701206356
363,zhezkent,50.9311,81.3615,272.43,69,90,2.64,KZ,1701206357
364,tual,-5.6667,132.75,301.56,71,100,0.89,ID,1701206357
365,hemsby,52.6971,1.6918,276.71,91,24,7.18,GB,1701206358
366,mukalla,14.5425,49.1242,297.91,76,78,1.18,YE,1701206358
367,colonia aurora,-27.4743,-54.525,297.69,93,49,0.75,AR,1701206359
368,tanjung pandan,-2.75,107.65,298.12,90,92,1.9,ID,1701206359
369,pudasjarvi,65.3833,26.9167,268.96,82,100,7.1,FI,1701206359
370,izazi,-7.2,35.7333,299.11,57,50,1.84,TZ,1701206360
371,ayaviri,-14.8864,-70.5889,285.38,61,96,2.89,PE,1701206360
372,yarmouth,41.7057,-70.2286,276.46,44,0,11.62,US,1701206214
373,mitchell,43.7094,-98.0298,281.14,42,0,7.2,US,1701206361
374,ornskoldsvik,63.2909,18.7153,271.68,93,100,5.66,SE,1701206362
375,paoy paet,13.6561,102.5625,293.92,73,87,3.03,KH,1701206363
376,yanam,16.7333,82.2167,297.77,78,100,3.22,IN,1701206364
377,nizhneudinsk,54.9076,99.0276,252.9,97,13,1.25,RU,1701206364
378,argostolion,38.1811,20.489,290.79,54,100,10.42,GR,1701206365
379,priargunsk,50.3691,119.1012,254.15,87,100,2.31,RU,1701206366
380,ronne,55.1009,14.7066,269.1,74,20,2.57,DK,1701206106
381,urumqi,43.801,87.6005,271.68,93,75,2.0,CN,1701206367
382,bure,10.7,37.0667,286.84,69,21,2.23,ET,1701206367
383,zarghun shahr,32.8473,68.4457,276.85,52,85,0.65,AF,1701206368
384,murzuq,25.9155,13.9184,289.07,27,0,3.35,LY,1701206368
385,capao bonito,-24.0058,-48.3494,294.77,92,100,2.3,BR,1701206368
386,saint-philippe,-21.3585,55.7679,295.92,83,40,3.81,RE,1701206369
387,jinka,5.65,36.65,291.64,61,59,1.39,ET,1701206370
388,mandali,33.7499,45.5541,286.81,51,0,5.12,IQ,1701206370
389,isangel,-19.55,169.2667,300.21,69,99,3.6,VU,1701206371
390,zayed city,24.3768,54.589,299.82,71,0,1.03,AE,1701206371
391,san jose,37.3394,-121.895,294.83,29,20,3.58,US,1701206350
392,qamdo,31.1667,97.2333,266.76,49,76,2.0,CN,1701206372
393,ankazoabo,-22.2833,44.5167,296.49,59,1,0.75,MG,1701206373
394,smithers,54.7804,-127.1743,275.33,87,75,1.54,CA,1701206117
395,mundri,-6.9558,111.71,297.56,88,99,1.95,ID,1701206374
396,kencong,-8.2833,113.3667,297.45,85,99,1.29,ID,1701206375
397,suwayr,30.1171,40.3893,286.67,46,100,2.69,SA,1701206375
398,hithadhoo,-0.6,73.0833,300.98,76,93,4.55,MV,1701206376
399,clear lake,43.138,-93.3794,273.0,77,0,6.69,US,1701206376
400,richards bay,-28.783,32.0377,298.31,85,100,5.81,ZA,1701206377
401,yangjiang,21.85,111.9667,293.53,73,100,2.29,CN,1701206230
402,bandarbeyla,9.4942,50.8122,299.38,68,99,10.24,SO,1701206378
403,rio brilhante,-21.8019,-54.5464,301.44,68,74,4.16,BR,1701206378
404,bondo,3.8146,23.6866,294.89,97,100,1.13,CD,1701206378
405,meadow lakes,61.6247,-149.6011,278.62,67,100,5.66,US,1701206379
406,tenno,39.9,139.9667,278.28,61,100,12.69,JP,1701206379
407,kharp,66.8014,65.8081,264.57,93,100,4.05,RU,1701206380
408,ca mau,9.1769,105.15,296.72,91,100,2.2,VN,1701206380
409,ribeira brava,32.65,-17.0667,294.82,78,93,3.31,PT,1701206381
410,hammerfest,70.6634,23.6821,273.4,69,75,5.66,NO,1701206381
411,borgo,46.0514,11.4544,277.18,58,0,4.47,IT,1701206381
412,siracusa,37.0881,15.2792,288.92,71,100,9.37,IT,1701206382
413,childress,34.4264,-100.204,291.29,24,0,4.12,US,1701206382
414,ko pha ngan,9.7578,100.0291,298.16,75,99,6.25,TH,1701206383
415,karachi,24.9056,67.0822,289.05,59,61,2.06,PK,1701206313
416,el molar,40.7322,-3.5797,282.97,91,100,1.42,ES,1701206383
417,quimper,48.0,-4.1,279.46,100,0,2.06,FR,1701206384
418,hutchinson,38.0608,-97.9298,281.5,61,0,5.66,US,1701206113
419,sedhiou,12.7081,-15.5569,299.21,38,2,2.91,SN,1701206385
420,jumla,29.2747,82.1838,277.42,74,45,2.14,NP,1701206107
421,fortaleza,-3.7227,-38.5247,302.08,76,75,5.14,BR,1701206096
422,lock haven,41.137,-77.4469,273.13,50,92,6.15,US,1701206227
423,grass valley,39.2191,-121.0611,289.51,29,0,4.12,US,1701206387
424,misratah,32.3754,15.0925,292.45,45,33,2.12,LY,1701206387
425,onega,63.9061,38.1404,267.13,93,100,4.98,RU,1701206387
426,bodaybo,57.8506,114.1933,251.93,100,100,0.85,RU,1701206388
427,okakarara,-20.5833,17.4333,299.73,36,70,5.91,NA,1701206388
428,iguai,-14.7564,-40.0892,298.99,68,16,5.14,BR,1701206389
429,orsta,62.2029,6.1272,269.92,79,0,0.0,NO,1701206389
430,aldinga beach,-35.2793,138.4604,290.24,92,100,5.16,AU,1701206389
431,vila velha,-20.3297,-40.2925,300.12,85,75,5.14,BR,1701206390
432,cabo san lucas,22.8909,-109.9124,303.76,63,0,2.06,MX,1701206139
433,peace river,56.2501,-117.286,279.32,60,75,6.69,CA,1701206391
434,siwa oasis,29.2041,25.5195,288.18,50,25,3.37,EG,1701206391
435,biscarrosse,44.3945,-1.1672,276.12,87,0,1.03,FR,1701206392
436,panaba,21.2833,-88.2667,299.04,71,96,7.63,MX,1701206392
437,gordonvale,-17.0936,145.7842,301.03,96,74,1.65,AU,1701206392
438,eagle river,45.9172,-89.2443,266.27,49,40,5.14,US,1701206200
439,leava,-14.3,-178.1667,301.81,80,93,8.93,WF,1701206393
440,bayanhongor,46.7167,100.1167,251.34,77,2,1.65,MN,1701206394
441,kerikeri,-35.2268,173.9474,292.54,87,79,0.45,NZ,1701206394
442,noumea,-22.2763,166.4572,300.14,99,100,1.52,NC,1701206394
443,viransehir,37.2353,39.7631,278.96,49,1,1.81,TR,1701206395
444,timbuktu,16.7735,-3.0074,297.9,15,2,5.06,ML,1701206395
445,strezhevoy,60.7333,77.5889,267.02,96,100,3.13,RU,1701206396
446,ambodifotatra,-16.9833,49.85,298.22,78,5,2.92,MG,1701206396
447,custodia,-8.0875,-37.6431,303.83,33,85,1.01,BR,1701206396
448,los osos,35.3111,-120.8324,294.28,38,0,3.09,US,1701206397
449,amarante do maranhao,-5.5667,-46.7422,304.43,39,97,2.46,BR,1701206397
450,hobyo,5.3505,48.5268,300.13,73,94,7.54,SO,1701206398
451,tordesillas,41.5103,-5.0082,286.55,89,99,4.82,ES,1701206398
452,garh maharaja,30.8339,71.9053,291.18,46,79,1.05,PK,1701206398
453,esqueda,30.7167,-109.5833,291.07,38,100,1.27,MX,1701206399
454,mount isa,-20.7333,139.5,301.02,65,75,4.63,AU,1701206399
455,nadym,65.5333,72.5167,267.48,95,100,5.62,RU,1701206400
456,chilliwack,49.1747,-121.9443,280.68,72,42,6.17,CA,1701206392
457,roberval,48.5168,-72.2324,264.5,86,100,2.57,CA,1701206325
458,mpophomeni,-29.5682,30.1862,292.08,93,100,1.11,ZA,1701206401
459,miyako,39.6367,141.9525,275.79,65,21,4.08,JP,1701206402
460,ropczyce,50.0523,21.6089,271.1,97,100,4.86,PL,1701206403
461,tralee,52.2704,-9.7026,279.66,77,100,0.38,IE,1701206403
462,gorontalo,0.5412,123.0595,296.89,95,100,1.32,ID,1701206404
463,hadibu,12.65,54.0333,298.52,70,100,4.98,YE,1701206404
464,ust-tsilma,65.441,52.1498,262.93,88,100,3.13,RU,1701206405
465,tamanrasset,22.785,5.5228,286.1,13,0,2.06,DZ,1701206405
466,shaowu,27.3409,117.4831,284.01,87,13,1.28,CN,1701206406
467,klyavlino,54.2649,52.0267,262.45,98,100,1.46,RU,1701206406
468,tommot,58.9564,126.2925,255.71,95,100,4.34,RU,1701206407
469,popondetta,-8.7537,148.2534,298.24,90,100,0.81,PG,1701206407
470,nema,57.5067,50.5011,264.4,97,100,1.98,RU,1701206408
